@relation cnncbc.arff

@attribute parens numeric
@attribute avg_tok_lens numeric
@attribute wh_words numeric
@attribute slangs numeric
@attribute numSents numeric
@attribute commas numeric
@attribute prop_nouns numeric
@attribute comm_nouns numeric
@attribute avg_sent_lens numeric
@attribute third_person_prns numeric
@attribute conjs numeric
@attribute caps numeric
@attribute sec_person_prns numeric
@attribute adverbs numeric
@attribute ellipses numeric
@attribute cols_semicols numeric
@attribute future_verbs numeric
@attribute past_verbs numeric
@attribute dashes numeric
@attribute first_person_prns numeric
@attribute twit {CBCNews_out.twt,cnn_out.twt}

@data
0,4.54545454545,0,0,1,1,2,1,12.0,0,0,1,0,1,0,0,0,0,0,0,CBCNews_out.twt
0,6.88888888889,0,0,2,0,0,6,7.0,0,0,0,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,6.5,0,0,1,0,1,7,11.0,0,0,0,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,6.25,0,0,1,0,0,5,13.0,0,0,0,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,4.33333333333,0,0,1,0,2,4,13.0,0,0,0,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,4.88888888889,0,0,1,0,2,3,10.0,0,0,0,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,4.0,0,0,1,0,0,2,9.0,0,0,0,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,5.75,0,0,1,0,2,4,9.0,0,0,0,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,5.58823529412,0,0,2,0,5,5,9.5,0,0,0,0,1,0,0,0,0,0,0,CBCNews_out.twt
0,6.33333333333,0,0,1,0,1,3,6.0,0,0,0,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,6.57142857143,0,0,1,0,1,4,8.0,0,0,0,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,6.42857142857,0,0,1,0,1,4,8.0,0,0,0,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,5.5,0,0,1,0,0,4,10.0,0,0,0,0,0,1,1,1,0,0,0,CBCNews_out.twt
0,4.18181818182,0,0,1,0,0,6,12.0,0,0,0,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,3.75,0,0,2,0,2,7,6.0,0,0,1,0,0,1,1,0,0,0,0,CBCNews_out.twt
0,7.5,0,0,1,0,0,1,4.0,0,0,0,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,4.8,0,0,1,0,0,13,20.0,0,0,0,0,0,1,1,0,0,0,0,CBCNews_out.twt
0,4.6,0,0,1,0,1,3,11.0,0,0,0,0,0,0,0,1,0,0,0,CBCNews_out.twt
0,5.55555555556,0,0,1,0,0,2,9.0,0,0,0,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,4.33333333333,0,0,2,0,2,4,4.5,0,0,0,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,4.77777777778,0,0,1,0,2,4,10.0,0,0,0,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,6.83333333333,0,0,1,0,0,3,7.0,0,0,0,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,5.4,0,0,1,0,1,5,11.0,0,0,0,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,4.9,0,0,1,0,2,2,11.0,0,0,0,0,0,0,0,0,1,0,0,CBCNews_out.twt
0,3.88888888889,0,0,1,0,1,3,9.0,0,0,0,0,0,0,0,0,0,0,0,CBCNews_out.twt
0,5.09090909091,0,0,1,1,2,3,12.0,0,0,0,0,1,0,0,1,0,0,0,cnn_out.twt
0,4.04545454545,0,0,2,0,2,7,13.0,1,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,4.95,0,0,3,1,0,14,8.33333333333,0,0,0,0,0,1,1,0,0,0,0,cnn_out.twt
0,5.1,0,0,3,0,2,10,5.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,5.4,0,0,2,0,1,9,7.0,0,0,1,0,1,1,1,0,0,0,0,cnn_out.twt
0,4.4,0,0,3,0,0,12,6.66666666667,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,3.83333333333,1,0,2,0,1,4,4.5,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,4.88888888889,0,0,1,0,4,8,23.0,0,0,0,0,1,1,1,0,0,0,0,cnn_out.twt
0,4.25,0,0,1,0,1,2,8.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,3.76923076923,1,0,2,0,7,3,15.0,0,0,5,0,1,1,1,0,0,0,0,cnn_out.twt
0,6.14285714286,0,0,1,0,1,2,7.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,3.83333333333,0,0,2,0,3,8,10.5,1,0,2,0,1,2,2,0,1,0,1,cnn_out.twt
0,5.0,0,0,3,0,4,5,4.33333333333,0,0,0,0,0,1,1,0,0,0,0,cnn_out.twt
0,4.66666666667,0,0,1,0,2,0,6.0,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,5.25,0,0,3,0,1,5,3.66666666667,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,4.33333333333,0,0,3,0,3,6,4.0,0,0,0,0,1,0,0,0,0,0,0,cnn_out.twt
0,6.14285714286,0,0,3,0,1,5,3.33333333333,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,5.71428571429,0,0,1,1,3,3,15.0,0,0,1,0,0,0,0,0,0,0,0,cnn_out.twt
0,3.8125,0,0,2,0,0,3,9.0,0,0,0,0,3,0,0,0,0,0,0,cnn_out.twt
0,3.83333333333,0,0,2,0,2,2,3.5,0,0,0,0,0,0,0,0,0,0,0,cnn_out.twt
0,5.68421052632,0,0,2,1,4,9,11.0,0,0,2,0,1,1,1,0,0,0,0,cnn_out.twt
0,3.27777777778,0,0,2,0,2,6,10.5,0,0,0,1,1,1,1,0,0,0,2,cnn_out.twt
0,6.57142857143,0,0,3,0,2,6,3.66666666667,0,0,0,0,0,1,1,0,0,0,0,cnn_out.twt
